GENUS$,SPECIES$,FAMILY$,GRWFRM2$,GRWFRM1$,SP$,SG60C_AVG,SG100C_AVG,SG60C_SEM,SG100C_SEM,SG60C_N,SG100C_N,WSG_CHAVE,FRUIT_FRSH,FRUIT_DRY,N_SEEDFULL,N_SEEDEMPTY,DSPR_FRESH,DSPR_DRY,SEED_FRESH,SEED_DRY,N_INDS,N_FRUIT,N_DIASPORE,N_SEEDS,DAWS_DSPRDRY,DBH_AVG,HEIGHT_AVG,DIAM_AVG,DBH_SEM,HEIGHT_SEM,DIAM_SEM,DBH_N,HEIGHT_N,DIAM_N,LEAFAREA_AVD,LEAFLET_AVD,LEAFTHCK_AVD,LMADISC_AVD,LMALEAF_AVD,LMALAM_AVD,LDDISC_AVD,LDMC_AVD,LEAFAREA_SED,LEAFLET_SED,LEAFTHCK_SED,LMADISC_SED,LMALEAF_SED,LMALAM_SED,LDDISC_SED,LDMC_SED,LEAFAREA_ND,LEAFLET_ND,LEAFTHCK_ND,LMADISC_ND,LMALEAF_ND,LMALAM_ND,LDDISC_ND,LDMC_ND,LEAFAREA_AVI,LEAFLET_AVI,LEAFTHCK_AVI,LMADISC_AVI,LMALEAF_AVI,LMALAM_AVI,LDDISC_AVI,LDMC_AVI,LEAFAREA_SEI,LEAFLET_SEI,LEAFTHCK_SEI,LMADISC_SEI,LMALEAF_SEI,LMALAM_SEI,LDDISC_SEI,LDMC_SEI,LEAFAREA_NI,LEAFLET_NI,LEAFTHCK_NI,LMADISC_NI,LMALEAF_NI,LMALAM_NI,LDDISC_NI,LDMC_NI,AVG_LAMTUF,AVG_VEINTUF,SEM_LAMTUF,SEM_VEINTUF,N_LAMTUF,N_VEINTUF,RGR_10,N_RGR10,RGR_50,N_RGR50,RGR_100,N_RGR100,MORT_10,N_MORT10,MORT_100,N_MORT100
Serjania,cornigera,Sapindaceae,Climber,Climber,SERJCO,,,,,,,,,,,,0.102747059,0.089873333,0.022964706,0.020333333,1,,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serjania,decapleuria,Sapindaceae,Climber,Climber,SERJDE,,,,,,,,,,,,0.062115,0.05229,0.0267,0.02318,2,0,11,11,0.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serjania,mexicana,Sapindaceae,Climber,Climber,SERJME,,0.32238713,,0.02374945,0,5,,0.0139,0.01076,1,0,0.01351,0.011435,0.00899,0.00806,2,5,15,15,,,,,,,,,,,215.9928571,4.833333333,200,57.48482805,77.83046676,61.33216999,0.296814845,0.339946253,17.34322787,0.166666667,10.79265868,10.95751854,8.012780121,13.608129,0.007357075,0.025715412,7,2,6,2,7,2,2,2,163.185,4.5,170,52.25893459,65.52568631,56.49611377,0.307405498,0.349690638,,,,,,,,,1,1,1,1,1,1,1,1,435.45,2040.95,40.05,109.15,2,2,,,,,,,,,,
Serjania,paucidentata,Sapindaceae,Climber,Climber,SERJPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.69866667,6.833333333,173.3333333,61.69925826,60.45439578,47.55275314,0.359399774,0.325466341,14.88866667,1.833333333,28.33333333,6.405933918,7.536911253,,0.02172455,0.004835403,2,2,2,2,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,201.6666667,1626.466667,19.35065316,200.6333499,3,3,,,,,,,,,,
Serjania,rhombea,Sapindaceae,Climber,Climber,SERJRH,,0.346907349,,,0,1,,0.01232,0.01026,3.2,0,0.00675,0.00543,0.00332,0.00281,2,10,10,10,0.011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serjania,trachygona,Sapindaceae,Climber,Climber,SERJTR,,0.346695435,,,0,1,,0.01952,0.01284,1,0,0.018415,0.015555,0.008435,0.007375,2,5,15,15,,,,,,,,,,,90.15666667,,193.3333333,,68.08071366,,,,,,,,,,,,1,0,1,0,1,0,0,0,85.635,,175,81.59136885,78.38660578,71.27014023,0.407956844,0.364139251,,,,,,,,,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,
Sideroxylon,capiri,Sapotaceae,T,T,SIDECA,0.876256702,0.867103409,0.032894302,0.032503238,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simarouba,amara,Simaroubacea,T,T,SIMAAM,0.396273124,0.389849281,0.026146587,0.025273312,7,7,0.362613,1.29952,0.537806667,1,0,0.386166667,0.234446667,0.146713333,0.11114,3,15,15,15,0.105,653.8,30.052676,6.770392857,34.82010913,2.711213931,0.730881397,5,5,5,26.67,3,371.25,145.0325916,,,0.389979969,,,,5.828370905,8.379704822,,,0.017770498,,1,1,4,4,0,0,4,0,165.3752778,13.75,211.8055556,42.70622612,55.23660508,39.80391575,0.205227916,0.276380778,32.79153927,2.036131954,22.08403213,4.255512658,7.090953118,5.364761006,0.015139117,0.013033312,6,6,6,6,6,5,6,6,285.4705882,2984.647059,30.20819275,199.4261934,17,17,3.409316465,2648,2.266636979,887,2.037433735,1079,6.20626725,4913,4.138418552,1326
Siparuna,guianensis,Monimiaceae,M,M,SIPAGU,,,,,,,,0.9298,0.1408,3,1,0.020183333,0.01325,0.008166667,0.005866667,1,2,6,6,0.02,72,10.17166667,1.777708333,9.262828942,1.032044627,0.252988063,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,167.7108333,,217.9166667,47.08923354,53.62794647,51.08348632,0.217115022,0.235189462,16.05978551,,5.260571367,2.723332206,2.298894538,2.308719039,0.01255057,0.00849395,6,0,6,6,6,6,6,6,386.4,3551.2,12.7,41.9,2,2,2.485095238,21,1.588385965,57,0.660490196,51,1.312065217,92,1.702780822,73
Siparuna,pauciflora,Monimiaceae,U,U,SIPAPA,0.467836711,0.45756465,0.006947533,0.007715165,5,5,,,,,,,,,,,,,,,81,7.74,1.5675,13.61371857,1.250013333,0.233449004,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,201.8485,,294.1666667,51.37109463,58.11251877,54.75255797,0.175491455,0.192172487,20.59247039,,13.9962517,3.660075188,3.644188635,3.54442533,0.010532769,0.009414223,10,0,10,10,10,10,10,10,285.0833333,1764.35,16.07762342,149.7440192,12,12,2.482434119,721,1.071590909,286,0.465014925,67,2.250669632,1574,1.042897959,98
Sloanea,meianthera,Elaeocarpace,T,T,SLOAM1,,,,,,,,1.18864,0.56586,1.2,0,0.18866,0.05718,0.11974,0.03201,1,5,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sloanea,terniflora,Elaeocarpace,T,T,SLOATE,0.829530706,0.814739155,0.007180351,0.006901023,3,3,,,,,,,,,,,,,,,789,34.12855734,7.947761905,122.8124587,1.184815367,0.498628618,5,5,4,25.43083333,,232.9166667,110.5866487,113.7587992,108.8486802,0.480250715,0.472718316,4.863300848,,6.504094152,7.331188585,6.664713069,6.599330314,0.027767857,0.010600449,4,0,4,4,4,4,4,4,47.01714286,,147.7380952,54.05709148,56.45025582,53.71827225,0.36082956,0.467275213,5.720027781,,13.24963098,8.270025127,7.709943876,7.213034033,0.02667706,0.012688039,7,0,7,7,7,7,7,7,612.535,3611.51,33.91157641,237.3981381,20,20,1.205719278,1717,0.603649733,374,0.547418182,330,1.097419676,2409,1.087975248,404
Smilax,mollis,Smilacaceae,Climber,Climber,SMILMO,,,,,,,,0.71458,0.15834,2,0,0.045215,0.02908,0.0376775,0.027685,1,5,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smilax,panamensis,Smilacaceae,Climber,Climber,SMILPA,,0.585200854,,,0,1,,1.3372,0.31566,1.6,0.2,0.218763333,0.12342,0.1321,0.108613333,1,5,8,8,,,,,,,,,,,39.9,,176.6666667,,71.02635711,,,,,,,,,,,,1,0,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Socratea,exorrhiza,Arecaceae,T,T,SOCREX,,,,,,,0.225,10.676884,5.7873,1.2,0,5.703358,3.556588,5.2349,3.321634,5,25,30,30,,166.6666667,18.96152743,2.38631746,4.27914841,1.783702148,0.166031425,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.572,55,1.696,216,,0,5.248745383,1787,3.69665879,1735
Solanum,arboreum,Solanaceae,S,S,SOLAAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.221,1,,0,,0,0,2,,0
Solanum,asperum,Solanaceae,S,S,SOLAAS,,,,,,,,,,,,,,,,,,,,,11,7.88,2.508333333,,,,1,1,1,24.2725,,158.75,40.79568442,40.12465299,39.38542374,0.257180908,0.240291701,1.5125,,1.25,5.731625084,7.677271188,7.765936551,0.033432977,0.027347492,2,0,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,202.375,1713.925,34.54628236,376.6567809,4,4,16.5595,2,4.143666667,3,,0,21.28,17,,0
Solanum,hayesii,Solanaceae,M,M,SOLAHA,0.410391384,0.406959919,0.011489446,0.011455781,5,5,,14.387,,262,0,0.01125,,,,1,1,0,0,0.002,145.75,12.8275,1.893333333,12.75,0.336535659,,4,4,1,247.31,,272.5,51.24747134,59.93441218,57.32137525,0.187593263,0.24751014,,,,,,,,,1,0,1,1,1,1,1,1,328.1733333,,300,52.59608901,68.06972229,63.45567052,0.184404735,0.231017118,72.81255783,,100,20.43890029,18.93801241,18.5408304,0.047857196,0.029931415,3,0,2,3,3,3,2,3,200.85,2102.15,34.15,637.05,2,2,9.950516667,60,3.967543478,46,1.845557692,52,21.95825899,278,16.58642308,104
Solanum,lancaeifoliu,Solanaceae,Climber,Climber,SOLALA,,,,,,,,17.453536,4.391159,195.7866667,2.713333333,0.0146005,0.009172917,0.0042825,0.003156417,5,23,88,88,,,,,,,,,,,40.26,,422.5,95.75185435,103.6633077,98.14818841,0.226759726,0.272761013,,,,,,,,,1,0,1,1,1,1,1,1,50.6,7,300,40.12137559,52.58972627,42.23338228,0.134748247,0.194957081,,,,,,,,,1,1,1,1,1,1,1,1,282.2,2988.7,,,1,1,,,,,,,,,,
Solanum,steyermarkii,Solanaceae,S,S,SOLAST,0.36861741,0.362340637,0.006650883,0.006713022,2,2,,,,,,,,,,,,,,,13,4.25,1.100625,3,1.15,0.463125,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,55.93333333,,145,33.49067206,35.08322923,33.74005933,0.231151649,0.248714429,,,,,,,,,1,0,1,1,1,1,1,1,302.15,2245.35,60.55,414.15,2,2,2.832625,8,,0,,0,12.79241176,18,,0
Sorocea,affinis,Moraceae,S,S,SOROAF,0.647850582,0.645791121,0.043540723,0.018207361,2,5,,0.37546,0.10352,1,0,0.153984,0.083656,0.131028,0.077688,5,25,25,25,,108,9.36,1.895714286,2.258317958,0.973606697,0.40425184,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,28.855,,170,47.37019555,48.62722877,47.57592487,0.294159106,0.365199028,2.081227602,,9.464847243,5.563047876,6.317235587,6.389639947,0.047786638,0.020663609,3,0,3,2,2,2,2,2,401.575,3588.075,49.25649492,96.75464997,4,4,1.754697581,10912,0.689894652,2487,0.359115044,113,2.031122411,15742,6.426284024,169
Souroubea,sympetala,Marcgraviace,Climber,Climber,SOURSY,,,,,,,,4.02288,0.58438,6.4,0.6,0.008346667,0.004255,0.003828333,0.002246667,1,5,17,17,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spachea,membranacea,Malpighiacea,U,U,SPACME,,,,,,,,0.064572,0.046356,1.44,0.52,0.008509,0.006749,0.004165,0.003295,5,25,100,100,,112.8,10.602,2.407321429,11.82116746,0.6052801,0.204366477,5,5,5,,,226.6666667,57.76579007,,,0.254620437,,,,,,,,,,0,0,1,1,0,0,1,0,55.15611111,,211.1111111,49.33692965,48.79663871,47.23275366,0.231603886,0.238584134,7.184793273,,12.96481468,5.905569348,5.114267361,4.921472847,0.019883249,0.017511992,6,0,6,6,6,6,6,6,383.8071429,4544.392857,21.22735242,433.5951794,14,14,31.068,1,0.7088,35,0.595457143,35,2.594512195,41,2.376878049,41
Spondias,mombin,Anacardiacea,T,T,SPONMO,0.429502482,0.423442397,0.025126417,0.025690599,5,5,0.389291,6.720835556,1.423244444,1,0,1.922748889,0.958064444,0.029348,0.024264,9,45,45,25,,696,27.00102302,8.750833333,51.36406007,2.464877008,0.554010472,6,6,6,284.0566667,9.777777778,270.952381,105.6096073,129.2061039,101.5364837,0.388590051,0.337450255,96.32208876,2.989694233,14.12742999,7.518459669,18.25393605,13.79784608,0.020750118,0.019236957,4,3,7,7,4,4,7,4,539.66,15.75,192.5,42.98718813,57.15162432,39.94823067,0.220791111,0.207503648,166.975,3.75,15,9.608900877,8.723135468,4.169143421,0.0326425,0.007068434,2,2,2,2,2,2,2,2,339.5333333,3914.066667,21.92141737,339.1412637,15,15,6.15601087,92,2.390596491,57,1.775266055,109,8.690638889,252,2.398458647,133
Spondias,radlkoferi,Anacardiacea,T,T,SPONRA,0.368880599,0.362772143,0.024957065,0.024126753,3,3,0.434962,7.315835833,2.765805833,1,0,1.856760833,0.997396667,0.021705,0.01695,3,23,70,60,,746.3333333,30.84362668,7.815565476,42.38920198,1.693792391,0.448781286,6,6,4,297.7216667,11.95833333,206.25,77.99505507,100.4596367,83.50539796,0.376377178,0.326534984,16.49890813,1.708333333,6.286927943,3.51341098,9.536695067,8.050519376,0.007737702,0.023563664,3,4,4,4,3,3,4,3,221.505,14.16666667,187.5,48.4378512,58.75832309,47.11602932,0.241955971,0.231912894,36.99816338,1.59338912,25.37222891,16.67201223,19.20326411,16.58372726,0.047572214,0.04102898,4,5,4,4,4,4,4,4,206.35625,1847.15,17.9228601,169.8176488,16,16,2.59299403,335,1.452962687,134,1.125757246,276,7.801222368,760,1.386193333,300
Stemmadenia,grandiflora,Apocynaceae,U,U,STEMGR,0.490397463,0.482626224,0.009890648,0.009522679,4,4,,29.49263333,8.90305,77,0.666666667,0.0459625,0.029941667,0.028116667,0.021391667,2,6,24,24,,11,2.9,0.34,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,26.63666667,,173.3333333,28.09620139,28.34346821,28.01619818,0.162260154,0.173319051,,,,,,,,,1,0,1,1,1,1,1,1,192.3,1009.6,,,1,1,,0,,0,0.072,1,,0,0,2
Sterculia,apetala,Sterculiacea,T,T,STERAP,0.445830965,0.439252787,0.038694272,0.038867911,5,5,0.382779,82.23690833,28.4466875,6.041666667,0.208333333,2.209661806,1.238822917,1.41156875,0.795122222,3,11,42,42,,1103.333333,38.94969742,10.18630952,197.4972855,2.09214249,0.744527651,6,6,6,212.9903333,,353.75,108.0392598,132.7945651,120.2125365,0.309425289,0.402193398,61.23991333,,20.55677549,6.606255505,7.987790857,8.294938317,0.023986136,0.017129514,5,0,6,6,5,5,6,5,1891.35,,145.8333333,36.3002922,48.82542433,36.81453734,0.255915335,0.274751233,858.4490909,,9.279607271,4.693327269,2.355622112,1.047212273,0.050398003,0.02070312,3,0,3,3,3,3,3,3,561.2333333,4056.308333,46.9357658,299.0901844,12,12,2.756592593,81,1.180513514,37,1.314659574,94,3.625736842,171,0.172714286,126
Stigmaphyllo,hypargyreum,Malpighiacea,Climber,Climber,STIGHY,,,,,,,,0.15904,0.07658,2.2,0,0.05992,0.038226667,0.012275,0.008716667,2,5,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stigmaphyllo,lindenianum,Malpighiacea,Climber,Climber,STIGLI,,0.244730019,,,0,1,,,,,,0.03526,0.0317,0.01087,0.00995,1,,10,10,,,,,,,,,,,72.39666667,,256.6666667,,43.35269432,,,,,,,,,,,,1,0,1,0,1,0,0,0,54.62666667,,193.3333333,30.79343673,31.69474558,29.54170672,0.158966477,0.162210321,,,,,,,,,1,0,1,1,1,1,1,1,200.85,1351.45,3.35,46.05,2,2,,,,,,,,,,
Stizophyllum,inaequilater,Bignoniaceae,Climber,Climber,STIZIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.37666667,2,380,31.69251517,35.43327103,32.0143901,0.223087125,0.304544747,,,,,,,,,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,
Stizophyllum,riparium,Bignoniaceae,Climber,Climber,STIZRI,0.405742078,0.398936321,0.030517336,0.032799709,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Strychnos,darienensis,Loganiaceae,Climber,Climber,STRYDA,,,,,,,,15.204225,6.787975,2.25,1.25,1.7768,0.72246875,1.23765,0.6379625,1,4,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Strychnos,panamensis,Loganiaceae,Climber,Climber,STRYPA,0.6540741,0.635406161,0.069778882,0.056595083,4,5,,211.878,87.76894,22,1,4.38273,1.9885025,2.837785,1.500905,2,10,40,40,,,,,,,,,,,24.6725,,155,77.20836143,68.37573375,70.15574425,0.519880069,0.448275135,12.3975,,5,,4.558602093,,,,2,0,2,1,2,1,1,1,59.205,,157.5,61.69925826,66.18243903,64.76875968,0.389464435,0.433283832,,,,,,,,,1,0,1,1,1,1,1,1,406.8,4420.05,88.4,539.05,2,2,,,,,,,,,,
Strychnos,toxifera,Loganiaceae,Climber,Climber,STRYTO,0.703346056,0.686087786,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.475,,197.5,59.00202293,57.31335385,56.3891036,0.298900358,0.3779964,,,,,,,,,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,
Stylogyne,turbacensis,Myrsinaceae,"S,T",,STYLST,0.578728616,0.569245822,0.012821854,0.013442507,5,5,,0.51684,0.10011,1,0,0.11648,0.0673,0.06746,0.0359,2,10,10,5,,65.8,8.22,1.444785714,4.259107888,0.509381978,0.169281178,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,103.187,,289,97.63991908,104.2325165,101.3326071,0.339614505,0.305172044,6.950263053,,9.0346555,5.962583247,6.008983648,5.428590582,0.020828867,0.014526019,5,0,5,5,5,5,5,5,503.3666667,2420.616667,52.26058213,178.4633808,6,6,1.606047969,2585,0.721457143,105,1.415,1,1.967746589,3591,0,2
Swartzia,simplex_var.,Fabaceae:Pap,,U,SWARS1,0.790093369,0.77270353,0.027072525,0.02405512,6,7,,,,,,,,,,,,,,1.025,298.6,17.06308943,5.858678571,8.01623353,1.079469508,0.240515918,5,5,5,217.9733333,4,210,93.72892785,98.09969184,91.47536865,0.449087173,0.524128881,,,,,,,,,1,1,1,1,1,1,1,1,103.1315,3.259259259,177.3333333,76.32052147,78.69385213,73.17307353,0.431616873,0.427476327,18.88166881,0.270902571,6.902987365,3.924089831,3.515581443,3.157560176,0.017792285,0.010081935,10,9,10,10,10,10,10,10,551.9411765,5314.841176,35.1383129,292.3810735,17,17,1.510024589,9435,0.882644692,1168,0.482129592,980,0.30126658,11475,0.734158444,1054
Swartzia,simplex_var.,Fabaceae:Pap,,U,SWARS2,0.798996978,0.783510667,0.024521114,0.023867428,5,5,,5.039058,2.082424,1.08,0.04,2.407822,1.037436,1.6963725,0.8494875,5,35,37,31,,210,14.2020423,4.028011905,6.920982589,0.665125751,0.356843941,5,5,5,62.04,3,178.75,87.66014835,92.53950636,89.10891452,0.493620614,0.461979555,22.82,,11.25,5.057316251,6.312180024,7.167776372,0.060576958,0.018245318,2,1,2,2,2,2,2,2,87.20366667,,188.5833333,87.78377163,90.55722535,88.15365426,0.46540831,0.443012854,12.05616135,,4.421904651,2.733128744,2.671720464,2.611421421,0.013183741,0.009304293,10,0,10,10,10,10,10,10,629.9571429,6122.628571,29.53845643,301.7245703,21,21,1.301596345,10343,0.604180269,2230,0.424374101,556,0.384492142,13553,0.469116638,583
Swietenia,macrophylla,Meliaceae,T,T,SWIEMA,0.591741435,0.571729944,0.017411814,0.014787041,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Symphonia,globulifera,Clusiaceae,T,T,SYMPGL,0.552748855,0.54475073,0.011889374,0.011118106,8,8,0.59808,28.53012,6.56206,1.6,0,6.131636667,2.004396667,3.68485,1.02895,1,5,8,8,2.334,445.5,28.02907183,5.846041667,68.5860773,1.542115589,1.056043237,6,6,6,14.94866667,,300.6666667,105.192178,102.9294248,100.0102601,0.346634709,0.355251109,1.737584083,,27.50050505,13.01860465,15.32658364,14.76792549,0.019601094,0.016268546,5,0,5,5,5,5,5,5,27.4052381,,242.1428571,57.89422984,64.02563312,61.90682188,0.235956869,0.308711516,1.798912459,,9.483794907,6.031073342,5.932253526,5.797709135,0.014178829,0.010435529,7,0,7,7,7,7,7,7,267.30625,3574.1625,26.68201871,284.4356663,16,16,2.585551515,495,1.47662,100,1.200063636,110,2.868464689,708,6.158646341,164
Tabebuia,guayacan,Bignoniaceae,T,T,TAB1GU,0.802968389,0.789818795,0.034238227,0.034462763,5,5,0.849607,,,,,0.029965,0.02812,0.023605,0.02118,1,,20,20,0.026,1005.8,36.80840454,8.813125,73.2184403,0.914684068,1.346875,5,5,2,83.72166667,4.25,183.75,77.33947704,77.17781313,67.86720989,0.417907423,0.366899739,20.44213193,0.25,7.916666667,5.204473622,3.681977802,4.229722982,0.018007354,0.010683682,5,4,6,6,5,5,6,5,335.0633333,4.333333333,136.6666667,22.92650034,31.11190109,23.6187407,0.17516759,0.219704512,,,,,,,,,1,1,1,1,1,1,1,1,353.0714286,3310.2,45.95650288,300.9748093,14,14,1.722625,152,0.753297872,47,0.737,137,1.572765766,222,0.682231788,151
Tabebuia,rosea,Bignoniaceae,T,T,TAB1RO,0.463787958,0.488671865,0.008831634,0.030019539,4,5,0.508873,33.308,8.81882,146.6,6,0.061775,0.030555,0.0286725,0.018505,2,5,30,30,0.025,752.2,40.42032808,7.970833333,46.53213943,1.319562639,0.442230929,5,5,5,91.12,5,231.0416667,101.146325,,,0.431367968,,,,9.949961614,12.81778146,,,0.031581213,,1,1,4,3,0,0,3,0,921.1775,4.75,192.5,37.25556305,53.02033517,31.40087664,0.195573923,0.227852998,429.0925,0.25,12.5,10.62036413,8.649726706,,0.040351533,0.024528158,2,2,2,2,2,1,2,2,571.45,3122.416667,75.03466199,425.070389,6,6,2.075978227,643,0.877034682,173,0.557567474,289,3.450176966,1068,2.229911357,361
Tabernaemont,arborea,Apocynaceae,T,T,TAB2AR,0.548715939,0.537870046,0.017115745,0.016718365,6,6,,70.7252375,21.08141667,33.875,0.875,0.195016667,0.085358333,0.096471875,0.06803125,3,12,48,40,,654.6,28.14681763,6.453711905,43.57132084,2.295979788,0.652962686,5,5,5,27.97166667,,243,64.46392448,76.43527307,74.4459097,0.260847622,0.290319051,3.515577635,,22.94558781,9.757797396,9.463541858,9.284358999,0.023579237,0.022299809,4,0,5,5,4,4,5,4,53.04625,,199.1666667,32.92874803,36.4000365,35.39433115,0.165228677,0.187894026,4.935049738,,7.28074579,2.919842899,3.765428414,3.570429192,0.012358871,0.011620025,4,0,4,4,4,4,4,4,192.0882353,2194.841176,12.35257142,227.1085903,17,17,2.000750562,4001,1.95692876,758,1.530038247,1255,1.46575268,5503,1.162004481,1562
Tachigali,versicolor,Fabaceae:Cae,T,T,TACHVE,0.575040524,0.582163046,0.056155226,0.047088022,4,5,0.52128,1.48063375,1.36392625,1,0,0.53167625,0.46562625,0.11515375,0.105295,4,16,16,16,0.91,719,32.59515066,10.148125,43.21072398,2.282423813,0.128518952,4,4,4,390.96,17.33333333,193.8888889,87.60395595,98.42725529,84.50927821,0.423840275,0.382785006,132.3362127,1.763834207,12.03133768,7.287051939,8.226405694,6.236618656,0.01132972,0.0344861,3,3,3,4,3,3,3,3,659.88625,11,133.75,44.92582603,59.24361288,46.1254532,0.339018265,0.394030515,220.5298485,0.735980072,7.739239842,2.950101146,6.878488156,4.090287585,0.025571084,0.020555587,4,4,4,4,4,4,4,4,595.3818182,4793.290909,56.44946383,470.8932563,11,11,2.100770391,10213,1.526609125,811,2.216136095,338,4.172863796,13957,2.98302407,457
Talisia,nervosa,Sapindaceae,U,U,TALINE,0.676564476,0.663137474,0.060078149,0.059467545,3,3,,4.094004,1.605996,1.32,0,0.997769,0.488028,0.748745,0.353484,5,25,47,47,,73.25,7.6275,0.900848214,2.868652413,0.475856684,0.097841538,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,1535.216667,8,160.8333333,81.16992583,134.6625984,92.81464107,0.510070584,0.553495679,339.3189179,0.471404521,6.601241466,3.980477779,15.25505263,5.451799212,0.025330921,0.018508996,9,9,9,8,8,8,8,8,720.4583333,5980,42.92393635,329.2423847,12,12,1.079803254,3319,0.4895,208,1.25725,4,0.716738337,3944,0,5
Talisia,princeps,Sapindaceae,U,U,TALIPR,0.738155384,0.725307436,0.030693325,0.028663381,5,5,,3.22624,1.23166,1,0,1.45364,0.61938,0.75322,0.4635,1,5,5,5,,95.14285714,11.82,0.842770408,4.404697554,1.212802736,0.083966533,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,874.2533333,12.54166667,156.8055556,69.29459804,107.5613085,70.5285578,0.460744869,0.484386153,148.1105974,1.222358521,12.71317938,3.894609515,12.96521186,3.800805161,0.020135492,0.011415192,12,12,12,12,12,12,12,12,736.7125,6293,38.24355597,313.0724064,16,16,1.402212801,2406,0.619213592,206,0.460684211,19,0.61581781,3178,0.997166667,24
Tapirira,guianensis,Anacardiacea,T,T,TAPIGU,0.506350023,0.494204414,0.03229548,0.031886122,5,5,,1.323961667,0.476558333,1,0,0.43223,0.32765,0.301746667,0.258706667,3,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terminalia,amazonia,Combretaceae,T,T,TERMAM,0.679220461,0.665053959,0.024884506,0.024771872,5,5,0.645451,,,,,0.00489,0.00372,0.00209,0.00139,1,,10,10,0.002,615.1666667,31.54489354,9.030386905,61.96957139,2.565081678,0.673809829,6,6,6,15.35,,240.6666667,106.4508878,102.3534723,99.7109267,0.437354791,0.409755979,1.325693948,,13.04479462,11.79078909,9.569502417,9.323524536,0.025748328,0.019298425,5,0,5,5,5,5,5,5,33.57261905,,171.4285714,59.7084417,60.45565162,58.85394038,0.353598388,0.361216258,4.855390664,,11.8365107,6.066138492,6.112077917,6.025356126,0.031974348,0.011946858,7,0,7,7,7,7,7,7,372.0904762,2868.852381,19.90436887,167.9889812,21,21,2.38869863,73,1.792947368,38,1.087418182,110,1.267957143,140,0.530585714,140
