SP4$,SP6$,FAMILY$,GENUS$,SPECIES$,OLDNAME$,CLIMBER$,FREE$,LIANA$,VINE$,SHRUB$,UNDERSTORY$,MIDSTORY$,TREE$,HERB$,EPIPHYTE$,HEMIEPIPHYT$,PARASITE$,FRUIT_FRSH,FRUIT_DRY,N_SEEDFULL,N_SEEDEMPTY,DSPR_FRESH,DSPR_DRY,SEED_FRESH,SEED_DRY,N_INDS,N_FRUIT,N_DIASPORE,N_SEEDS,DAWS_DSPRDRY
INUM,INGAUM,Fabaceae:Mim,Inga,umbellifera,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,13.18096167,5.289224167,7.333333333,0.708333333,0.884360208,0.362451319,0.471178681,0.285414028,6,25,97,97,
ISCP,,Marantaceae,Pleiostachya,pruinosa,Ischnosiphon,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.29354,0.16236,1,,0.2135,0.11094,0.08672,0.06322,2,10,10,10,
ISEH,ISERHA,Rubiaceae,Isertia,haenkeana,Isertia haen,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.18545,0.05415,6,,0.01145,0.0056875,0.004475,0.0027625,1,2,8,8,
JACC,JAC1CO,Bignoniaceae,Jacaranda,copaia,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,17.68014786,7.060564524,210.1166667,35.78333333,0.00861125,0.0057925,0.002029877,0.001589757,5,31,144,131,0.005
JACP,ODONHI,Convolvulace,Odonellia,hirtiflora,Jacquemontia,1.000000,NA,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,,,,,,,,,,,,,0.027
LACA,LACIAG,Flacourtiace,Lacistema,aggregatum,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.357172,0.048376,1.24,0,0.060236,0.017458,0.03766,0.011052,5,25,31,31,
LACP,LACMPA,Apocynaceae,Lacmellea,panamensis,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.592804,1.381792,2,0,0.691033,0.268380667,0.517795667,0.227050667,5,25,50,50,
LAEP,LAETPR,Flacourtiace,Laetia,procera,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,,,3.8,,0.005908333,0.00505,0.002213333,0.002011667,1,0,19,19,0.005
LAET,LAETTH,Flacourtiace,Laetia,thamnia,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,23.26631952,4.849141667,37.3452381,2.908928571,0.03426369,0.014356458,0.021042738,0.009655417,4,24,88,88,
LAFP,LAFOPU,Lythraceae,Lafoensia,punicifolia,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,21.3205,14.3301,84.5,0,0.072755556,0.038405556,0.006833333,0.006166667,3,10,46,6,0.036
LEAD,LEANDI,Melastomatac,Leandra,dichotoma,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,,,,,,,,,,,,,0.000008
LICH,LICAHY,Chrysobalana,Licania,hypoleuca,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.64435,0.302775,1,0,0.3796,0.211425,0.142525,0.0847,1,4,4,4,
LICP,LICAPL,Chrysobalana,Licania,platypus,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,23.506772,9.202948,1,0,9.865924,5.08756,8.553424,4.50296,5,25,25,25,
LINL,LINDLA,Flacourtiace,Lindackeria,laurina,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.731210444,0.626790444,2.311111111,0.782222222,0.082016543,0.045553889,0.058480352,0.040089315,6,39,100,75,
LON2,,,,,,,,,,,,,,,,,,0.615088,0.30274,1,,0.416512,0.2077,0.377876,0.186936,5,25,25,25,
LONL,LONCLA,Fabaceae:Pap,Lonchocarpus,heptaphyllus,Lonchocarpus,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.53637,0.195165,1.2,0.05,0.11021,0.055875,0.08816,0.0470475,4,20,24,24,
LUE1,LUEHSE,Tiliaceae,Luehea,seemannii,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.361807083,0.244037917,41.9975,0.59,0.002460357,0.001307768,0.001025,0.000760556,7,33,142,42,0.003
LYCM,LYCIMA,Solanaceae,Lycianthes,maxonii,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.2327675,0.041415,4.75,0.055555556,0.010234583,0.006109375,0.005659792,0.004126875,4,31,106,95,
MABO,MABEOC,Euphorbiacea,Mabea,occidentalis,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.941412,0.798932,2.48,1.066666667,0.1218,0.110112,0.087403333,0.081290667,5,25,62,62,
MAC1,MACHM1,Fabaceae,Machaerium,isadelphum,Machaerium m,1.000000,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,,,,,0.16229,0.1203,0.1047,0.07231,1,,10,10,
MAC2,MACHM2,Fabaceae,Machaerium,milleflorum,,1.000000,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,,,,,0.10411,0.09417,0.065,0.05918,1,,10,10,
MACA,MACHAR,Fabaceae,Machaerium,pittieri,Machaerium a,1.000000,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.39104,0.322724,1,,0.180084,0.14726,0.166608,0.13848,5,25,25,25,
MACG,MACRGL,Rubiaceae,Macrocnemum,roseum,Macrocnemum,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.03014,0.02602,130.8,234.2,3.89333E-05,,,,1,5,0,0,
MACK,MACHKE,Fabaceae,Machaerium,kegelii,,1.000000,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.093884,0.083976,1,0,0.080516,0.072836,0.043884,0.041268,5,25,25,25,
MACS,MACHSE,Fabaceae,Machaerium,seemanii,,1.000000,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.47416,0.32706,1,0,0.27664,0.17758,0.26374,0.16956,1,5,5,5,
MACU,MACFUN,Bignoniaceae,Macfadyena,unguis-cati,,1.000000,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,,,3,,0.036453333,0.032201667,0.01785,0.016031667,2,0,13,13,0.029
MANB,MANIBI,Sapotaceae,Manilkara,bidentata,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,11.53292,3.74234,1,0,1.800644,1.026956,1.02872,0.474368,5,25,25,25,
MAQC,MAQUCO,Moraceae,Maquira,guianensis,Maquira cost,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.333576,0.310484,1,0,0.505004,0.218956,0.439616,0.203092,5,25,25,25,
MAR1,MARCNE,Marcgraviace,Marcgravia,nepenthoides,,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,1.74732,0.638392,,,0.000076,0.000054,,,1,5,20,0,
MAR2,MARGNO,Euphorbiacea,Margaritaria,nobilis,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,,,,,,,,,,,,,0.008
MAR3,MARAPA,Chrysobalana,Maranthes,panamensis,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,12.8882,5.6371,1,,0.6239,0.1302,0.5287,0.1029,1,1,1,1,
MARL,MAR1LA,Clusiaceae,Marila,laxiflora,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.32157,0.05367,2,0.1,0.054303333,0.020183333,0.014163333,0.012173333,2,10,20,13,
MARP,MAR2PA,Convolvulace,Maripa,panamensis,,1.000000,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.604316795,1.455724769,2.615064103,0.208974359,0.982430748,0.251097994,0.465742417,0.238340833,6,49,117,69,0.353
MASH,MASCHI,Malpighiacea,Mascagnia,hiraea,Mascagnia hi,1.000000,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.052403333,0.048631667,1,,0.043166667,0.035152,0.03169,0.027116,5,18,28,28,
MASN,MASCNE,Malpighiacea,Mascagnia,ovatifolia,Mascagnia ne,1.000000,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.01334,0.011362,1,,0.004333333,0.003575,0.002940833,0.0028,6,22,24,24,
MATA,MATAAP,Sapindaceae,Matayba,apetala,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.41752,1.50774,3,0,0.384126667,0.237566667,0.263546667,0.175353333,1,5,15,15,
MATG,MATAGL,Sapindaceae,Matayba,glaberrima,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.524458,0.519812,2.23,0.65,0.264568833,0.130752833,0.178917167,0.101164333,5,24,53,53,
MAYO,,,,,,,,,,,,,,,,,,3.2142,0.7174,4,1.25,0.252683333,0.112363333,0.13897,0.09188,1,5,19,19,
MELP,,Cucurbitacea,Melothria,pendula,,1.000000,NA,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.81717,0.12016,21.8,0,0.00479,0.0027025,0.00151,0.0008975,2,10,40,40,
MELT,,Cucurbitacea,Melothria,trilobata,,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,,,,,,,,,,,,,0.004
MENG,MENDGR,Acanthaceae,Mendoncia,gracilis,,1.000000,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.83152,0.24808,,,0.10064,0.06952,0.08592,0.05716,1,5,5,5,
MENL,MENDLI,Acanthaceae,Mendoncia,litoralis,,1.000000,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.764978,0.539826,1,0,0.455474,0.318198,0.20814,0.153355,5,30,30,25,
MERA,,,,,,,,,,,,,,,,,,0.31311,0.2419,4,,0.06143,0.047765,0.036335,0.0306175,2,6,24,24,
MEST,MESETR,Apocynaceae,Mesechites,trifida,,1.000000,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,,,,,,,,,,,,,0.003
MIC1,MICOAF,Melastomatac,Miconia,affinis,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,,,,,,,,,,,,,0.0002
MIC2,MICOAR,Melastomatac,Miconia,argentea,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.08013,0.06945,64.6,14,6.58611E-05,,,,2,10,0,0,0.00008
MIKM,MIKAMI,Asteraceae,Mikania,micrantha,,1.000000,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,,,,,,,,,,,,,0.00009
MIMP,,,,,,,,,,,,,,,,,,0.317823333,0.267956667,7.2,5.466666667,0.013220278,0.010841389,0.003065833,0.002703333,3,12,43,43,
MODU,MONSDU,Araceae,Monstera,dubia,,NA,NA,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,107.0891,25.7211,176,58,0.106075,0.055575,0.076675,0.048375,1,1,4,4,
MOMC,MOMOCH,Cucurbitacea,Momordica,charantia,,1.000000,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.646393333,0.965496667,10.73333333,3,0.082911667,0.047225833,0.037845,0.024585833,2,8,31,31,
MONC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00004
MORA,MORTAN,Tiliaceae,Mortoniodend,anisophyllum,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.0953,1.6536,12.5,2,0.0865,0.018775,0.0370375,0.008875,1,2,8,8,
MOUM,MOURMY,Melastomatac,Mouriri,myrtilloides,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.308846,0.110022,1,0,0.110192,0.074658,0.05599,0.042875,5,30,30,25,0.068
MUCM,MUCUMU,Fabaceae:fab,Mucuna,mutisiana,,1.000000,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,11.6387,10.5858,1,,7.8093,7.1273,6.08475,5.5772,1,2,2,2,
MUCP,,,,,,,,,,,,,,,,,,25.3591,10.51503333,1.333333333,1,9.758533333,3.821083333,6.572466667,2.415316667,1,3,4,3,
MUNC,MUNTCA,Tiliaceae,Muntingia,calabura,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.96499,0.20106,1241.8,0,,,,,0,10,0,0,
MYR1,MYRCFO,Myrtaceae,Myrcia,fosteri,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.27118,0.052856,1,0,0.044604,0.02876,0.040308,0.025936,5,25,25,25,
MYRG,MYRCGA,Myrtaceae,Myrcia,gatunensis,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.453326667,0.115726667,1,0,0.139213333,0.07466,0.113346667,0.062646667,3,15,15,15,
MYRZ,MYRCZE,Myrtaceae,Aulomyrcia,zetekiana,Aulomyrcia z,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.108793333,2.09572,2,0,1.02574,0.65515,0.852953333,0.556756667,3,15,30,30,
NECC,NECTCI,Lauraceae,Nectandra,cissiflora,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.155218333,0.266011667,1,,0.548915,0.14561,0.45124,0.106566667,4,18,18,18,
NECG,,,,,,,,,,,,,,,,,,0.359632,0.209956,1,,0.19526,0.126072,0.144112,0.090572,5,25,25,25,
NECP,NECTPU,Lauraceae,Nectandra,purpurea,Nectandra pu,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.3835,1.018313333,1,0,0.995866667,0.590826667,0.86428,0.5234,3,15,15,15,
NECU,NECTUM,Lauraceae,Nectandra,umbrosa,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.0681,0.9576,1,0,1.03894,0.60176,0.83654,0.51606,1,5,5,5,
NEEA,NEEAAM,Nyctaginacea,Neea,amplifolia,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.209133,0.059689,1,0,0.08416,0.043878,0.059781,0.033809,5,29,29,29,
NEUL,NEURLO,Asteraceae,Neurolaena,lobata,,NA,1.000000,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.009266667,0.007056667,8.666666667,12.83333333,0.000954167,0.000971667,0.00006625,5.16667E-05,6,22,25,3,
OCHP,OCHRPY,Bombacaceae,Ochroma,pyramidale,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,35.028035,28.784255,652.93125,12.33333333,0.006825469,0.005487813,0.002824531,0.002413438,4,20,80,80,0.01
OCOC,OCOTCE,Lauraceae,Ocotea,cernua,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.88944,0.32182,1,0,0.34588,0.1911,0.29746,0.16704,1,5,5,5,
OCOI,OCOTIR,Lauraceae,Ocotea,insularis,Ocotea Ira,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.81478,0.98516,1,0,1.0865,0.71136,1.01766,0.66684,1,5,5,5,
OCOO,OCOTOB,Lauraceae,Ocotea,oblonga,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.4562,0.6122,1,0,0.847,0.442,,,1,5,5,0,
OCOP,OCOTPU,Lauraceae,Ocotea,puberula,Ocotea pyram,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.64849,0.20269,1,0,0.1558,0.0915,0.0987,0.05464,3,10,15,15,
OCOS,OCOTWH,Lauraceae,Ocotea,whitei,Ocotea skutc,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,19.6325,8.923,1,0,13.3155,7.0826,,,2,10,10,0,7.3
ODO2,ODO2TR,Menispermace,Odontocarya,truncata,,1.000000,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.876674,0.587399333,1,0,1.020136,0.326630333,0.208679333,0.132133333,5,26,26,26,
ODOM,ODO1MA,Apocynaceae,Odontadenia,macrantha,,1.000000,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,81.12013333,52.4301,121.5,,0.201801389,0.164923611,0.082556944,0.071788889,3,3,38,38,0.172
ODOP,ODO1PU,Apocynaceae,Odontadenia,puncticulosa,,1.000000,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.96665,3.39885,23.5,3.5,0.0374125,0.0345875,0.0363,0.0156375,1,2,8,8,
OENM,OENOMA,Arecaceae,Oenocarpus,mapora,Oenocarpus p,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.509884,2.630532,1,0.8,2.713184,1.6613,2.012124,1.322792,5,25,25,25,
OLMA,OLMEAS,Moraceae,Trophis,caucana,Olmedia aspe,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.320698,0.065874,1,0,0.038408,0.025162,0.02894,0.0202,5,35,35,35,
OMPD,OMPHDI,Euphorbiacea,Omphalea,diandra,,1.000000,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,508.55175,125.0193125,2.875,0,35.56393292,12.66464542,22.76762,8.577063333,4,13,37,21,
ORMA,ORMOAM,Fabaceae:Pap,Ormosia,amazonica,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.65716,2.0983,1,0,0.5114,0.38334,0.39428,0.29088,1,5,5,5,
ORMC,ORMOCR,Fabaceae:Pap,Ormosia,coccinea,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.703972,3.141496,1.04,0,0.656176,0.545299,0.522468,0.433871,5,40,42,42,0.543
ORMM,ORMOMA,Fabaceae:Pap,Ormosia,macrocalyx,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.027675,2.34192,1.5,0,0.42564,0.342931667,0.347270333,0.278326,5,25,48,48,0.401
ORMP,,Fabaceae-Pap,Ormosia,panamensis,,NA,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.699326667,3.840993333,2.066666667,1.25,0.404576111,0.29244,0.363584444,0.26319,3,11,24,24,
OSSQ,OSSAQU,Melastomatac,Ossaea,quinquenervi,,NA,1.000000,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,,,,,,,,,,,,,0.00001
OURL,OURALU,Ochnaceae,Ouratea,lucens,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.271044,0.147768,1,0,0.21602,0.11994,0.163846,0.096328,5,30,30,30,
OXAL,OXANLO,Annonaceae,Oxandra,longipetala,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.849735,0.73653,1,0,1.0043625,0.524065,0.952215,0.5056225,2,9,9,9,
PACK,MANSKE,Bignoniaceae,Mansoa,kerere,Pachyptera k,1.000000,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,32.4787,12.2349,11,1,0.995525,0.43865,0.632025,0.328225,1,1,4,4,
PALG,PALIGU,Rubiaceae,Palicourea,guianensis,,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.143504,0.030604,1.84,0.08,0.02096,0.013492,0.012621333,0.009110667,5,25,46,46,0.014
PARC,,,,,,,,,,,,,,,,,,145.71841,15.672054,661.9,15.0625,0.0070775,0.00450575,0.0028415,0.00204175,5,24,96,96,
PARP,PAR1PY,Bignoniaceae,Paragonia,pyramidata,,1.000000,0.000000e+00,1.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,,,2.5,,0.03059375,0.02761875,0.0203375,0.01875625,2,0,7,7,
